,flip-class,premID,premise,hypoID,hypothesis,orig-hypothesis,lab_count,maj_count,mask-type,model-label,response,model-wrong,orig-label
260,Uncertain-Same,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",55038.0,When he did five to seven copy pastes he felt even more secure than he did the first time.,When he did five to seven copy pastes he felt even more secure than he did the night before.,1.0,2.0,content-words,neutral,neutral,False,neutral
261,Uncertain-Same,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",55044.0,When he did five to six pastes he felt even more secure than he did the night before.,When he did five to seven copy pastes he felt even more secure than he did the night before.,2.0,2.0,content-words,neutral,neutral,False,neutral
262,Certain-Flip,10709.0,"They would publish it broadcast throughout England, and declare for the revolution 63 without a moment's hesitation.",55123.0,They would declare for the revolution 63 without a wait of deliberation.,They would declare for the revolution after a long wait of deliberation.,1.0,3.0,content-words,entailment,entailment,False,contradiction
263,Uncertain-Same,10709.0,"They would publish it broadcast throughout England, and declare for the revolution 63 without a moment's hesitation.",55125.0,They would declare for the revolution after a short deliberation.,They would declare for the revolution after a long wait of deliberation.,2.0,3.0,content-words,contradiction,contradiction,False,contradiction
264,Uncertain-Same,10709.0,"They would publish it broadcast throughout England, and declare for the revolution 63 without a moment's hesitation.",55128.0,They would declare for the revolution after a long wait.,They would declare for the revolution after a long wait of deliberation.,1.0,3.0,content-words,contradiction,contradiction,False,contradiction
265,Uncertain-Flip,10709.0,"They would publish it broadcast throughout England, and declare for the revolution 63 without a moment's hesitation.",55131.0,They would declare for the revolution after a short wait of deliberation.,They would declare for the revolution after a long wait of deliberation.,2.0,3.0,content-words,entailment,contradiction,True,contradiction
266,Certain-Flip,10973.0,right right it it can be annoying and my other concern concern is is the American government going to force us to go,56467.0,I don't see it that American government forcing us to go.,My concern it that American government forcing us to go.,1.0,3.0,content-words,contradiction,contradiction,False,entailment
267,Uncertain-Flip,10973.0,right right it it can be annoying and my other concern concern is is the American government going to force us to go,56469.0,My concern isn't it that American government forcing us to go.,My concern it that American government forcing us to go.,1.0,3.0,content-words,contradiction,contradiction,False,entailment
268,Uncertain-Same,10973.0,right right it it can be annoying and my other concern concern is is the American government going to force us to go,56472.0,My biggest concern is that American government forcing us to go.,My concern it that American government forcing us to go.,1.0,3.0,content-words,entailment,neutral,True,entailment
269,Uncertain-Same,10973.0,right right it it can be annoying and my other concern concern is is the American government going to force us to go,56473.0,My biggest concern is the American government forcing us to go.,My concern it that American government forcing us to go.,1.0,3.0,content-words,entailment,neutral,True,entailment
270,Certain-Flip,11045.0,"Several other attractions are nearby, all in Griffith Park, including train, pony, and stagecoach rides, a carousel, and the Griffith Observatory.",31660.0,There is no entertainment to be had in Griffith Park.,There is some fun to be had in Griffith Park.,1.0,3.0,gradient,contradiction,contradiction,False,entailment
271,Uncertain-Same,11045.0,"Several other attractions are nearby, all in Griffith Park, including train, pony, and stagecoach rides, a carousel, and the Griffith Observatory.",31662.0,There is some fun to be had elsewhere in Griffith Park.,There is some fun to be had in Griffith Park.,2.0,3.0,gradient,entailment,neutral,True,entailment
272,Uncertain-Same,11045.0,"Several other attractions are nearby, all in Griffith Park, including train, pony, and stagecoach rides, a carousel, and the Griffith Observatory.",31663.0,There is a lot of fun to be had in Griffith Park.,There is some fun to be had in Griffith Park.,2.0,3.0,gradient,entailment,neutral,True,entailment
273,Uncertain-Flip,11045.0,"Several other attractions are nearby, all in Griffith Park, including train, pony, and stagecoach rides, a carousel, and the Griffith Observatory.",31664.0,There is some fun not to be had in Griffith Park.,There is some fun to be had in Griffith Park.,2.0,3.0,gradient,contradiction,neutral,True,entailment
274,Uncertain-Flip,11101.0,In the winter the falls form a spectacular cascade of icicles.,57279.0,The temperatures in winter are low enough to create ice.,The temperatures in winter time are not enough to create ice.,1.0,3.0,content-words,entailment,entailment,False,contradiction
275,Certain-Same,11101.0,In the winter the falls form a spectacular cascade of icicles.,57291.0,The temperatures in winter time are not high enough to form ice.,The temperatures in winter time are not enough to create ice.,2.0,3.0,content-words,contradiction,contradiction,False,contradiction
276,Uncertain-Same,11101.0,In the winter the falls form a spectacular cascade of icicles.,57296.0,The temperatures in the fall are not enough to create ice.,The temperatures in winter time are not enough to create ice.,2.0,3.0,content-words,contradiction,neutral,True,contradiction
277,Uncertain-Same,11101.0,In the winter the falls form a spectacular cascade of icicles.,57300.0,The temperatures in winter time are not enough to.,The temperatures in winter time are not enough to create ice.,2.0,3.0,content-words,contradiction,neutral,True,contradiction
278,Uncertain-Flip,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,58198.0,Is there something wrong with the major international puzzles?,Is there a common cause with the major international puzzles?,2.0,3.0,content-words,neutral,neutral,False,entailment
279,Certain-Same,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,58199.0,Is there a single common cause with the major international puzzles?,Is there a common cause with the major international puzzles?,2.0,3.0,content-words,entailment,neutral,True,entailment
280,Uncertain-Flip,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,58201.0,Is there no common cause with the major international puzzles?,Is there a common cause with the major international puzzles?,2.0,3.0,content-words,contradiction,neutral,True,entailment
281,Uncertain-Same,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,58207.0,Is there a common problem with the major international puzzles?,Is there a common cause with the major international puzzles?,2.0,3.0,content-words,entailment,neutral,True,entailment
282,Certain-Same,11596.0,and that was so nice but we didn't have that luxury so we were dragging the the sprinkler around everywhere and uh,33402.0,The sprinklers were just too expensive to us.,The sprinklers were just too expensive for us to us.,2.0,3.0,gradient,neutral,neutral,False,neutral
283,Uncertain-Flip,11596.0,and that was so nice but we didn't have that luxury so we were dragging the the sprinkler around everywhere and uh,33406.0,The sprinklers were just too expensive and of no use to us.,The sprinklers were just too expensive for us to us.,1.0,3.0,gradient,contradiction,contradiction,False,neutral
284,Uncertain-Flip,11596.0,and that was so nice but we didn't have that luxury so we were dragging the the sprinkler around everywhere and uh,33407.0,The sprinklers were just too far away from us to us.,The sprinklers were just too expensive for us to us.,1.0,3.0,gradient,contradiction,contradiction,False,neutral
285,Uncertain-Same,11596.0,and that was so nice but we didn't have that luxury so we were dragging the the sprinkler around everywhere and uh,33408.0,The sprinklers were always waiting for us to us.,The sprinklers were just too expensive for us to us.,1.0,3.0,gradient,neutral,neutral,False,neutral
