HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise1,Input.hypothesis1,Input.lang1,Input.score1,Input.premise2,Input.hypothesis2,Input.lang2,Input.score2,Input.premise3,Input.hypothesis3,Input.lang3,Input.score3,Input.premise4,Input.hypothesis4,Input.lang4,Input.score4,Input.premise5,Input.hypothesis5,Input.lang5,Input.score5,Answer.c1.c,Answer.c2.c,Answer.c3.c,Answer.c4.c,Answer.c5.c,Answer.e1.e,Answer.e2.e,Answer.e3.e,Answer.e4.e,Answer.e5.e,Answer.n1.n,Answer.n2.n,Answer.n3.n,Answer.n4.n,Answer.n5.n,Answer.x1.x,Answer.x2.x,Answer.x3.x,Answer.x4.x,Answer.x5.x,label1,label2,label3,label4,label5
3XEIP58NL1P01RZFP8H0V39Q3YTZL0,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,38JBBYETQPC9E8ZSDV97CW2IPFZE4D,AUZNPN9K203UD,Approved,Tue Apr 21 22:34:35 PDT 2020,Tue Apr 21 23:04:19 PDT 2020,Wed Apr 22 23:04:19 PDT 2020,Wed Apr 22 23:04:44 PDT 2020,,,1784,100% (112/112),100% (53/53),100% (17/17),The Malpighiales at the Tree Of Life Project.,"""Papilionidae"" on Tree of Life web project.",de,1.026432843,"In the summer of 1972, Lynyrd skynyrd was asked to play at the bolles school promotion ball in Jacksonville.","In 1972, Skynyrd played a show at the Bolles School prom.",fr,1.02517164,"Esau was the son of the Florentine nobleman Manente Buondelmonti and Lapa Acciaiuoli, sister of Niccolò Acciaiuoli of Corinth.",Esau was the son of the Florentine nobleman Manente Buondelmonti and the Lapa Acciaiuoli.,de,1.039111339,These are often grouped by continent and sub-continental regions.,They are organized by regions / continents.,fr,1.048423401,"Before starting the journey, the couples were married.","Before marriage, both of them lived together.",id,1.037393803,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,c,e,c,c
3S37Y8CWI9209ONP8TYCAIDX0AV4WN,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3WYP994K18TLZ0KXWKEGGXEC3EO6YB,A98E8M4QLI9RS,Approved,Tue Apr 21 07:32:12 PDT 2020,Tue Apr 21 10:42:17 PDT 2020,Wed Apr 22 10:42:17 PDT 2020,Wed Apr 22 10:42:44 PDT 2020,,,11405,100% (556/556),100% (32/32),100% (32/32),The FTSE World Government Bond Index (WGBI) is a market capitalization weighted bond index consisting of the government bond markets of the multiple countries.,MSCI World Index is a stock index managed by MSCI that measures the performance of stock markets in economically developed countries.,fr,1.021432207,"After the fourth series ABC canceled the series in May 2016, however, the authors agreed with the country TV station CMT, which ordered the fifth series.","In May 2016, ABC canceled the series after four seasons; however, the next month, CMT picked the series up for a fifth season.",cs,1.044921607,"McLaren announced before the Grand Prix that Italy will complete the year with the old chassis MP4-17D and will not show up in the new MP4-18, as he announced before.",McLaren also announced that they would see out the season with the old MP4-17D chassis and would not bring out the MP4-18 as had been planned.,cs,1.046919428,"On the other hand, there was a struggle between the Communist Soviet Union and the Chinese Communist party and North Korea.","Simultaneously, the relations between the Communist Party of the Soviet Union and the Communist Party of China soured.",ja,1.025556191,"Uncharted: The Lost Legacy is an action-adventure game played from a third-person perspective, with platform game elements.","Uncharted: The Lost Legacy is an action-advent game played from third-person view, with game platform elements.",id,1.064674888,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,e,e,n,e
3VO4XFFP16OS8E9MYIXDL5FL3B3Q7O,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,30MVJZJNHNFIMURW8RGPQKQQGBN9JV,AKNV05F5X5YAC,Approved,Tue Apr 21 07:32:19 PDT 2020,Tue Apr 21 09:09:11 PDT 2020,Wed Apr 22 09:09:11 PDT 2020,Wed Apr 22 09:09:44 PDT 2020,,,5812,100% (7/7),100% (7/7),100% (7/7),When Sumi came to find Wurya was inaugurating her wedding.,"When Cécile finds out about that, she bursts the wedding.",id,1.046615491,Behaviours and contexts in France.,Nobility and Titles in France.,fr,1.025973846,"The driveway was then used only over three gates (Obertor - today still the gate house preserved, Speckentor and Untertor).","A fourth button, the Dodge, was added (the series had previously used only three - Kick, Punch and Guard).",de,1.024332236,The water temperature should have reached at least 18 °C to ensure spawning readiness.,Bottom water temperature must reach at least 15 °C for germination to occur.,de,1.033597738,Brooklyn Botanic Garden (BBG) is a botanical garden in the borough of Brooklyn in New York City.,"Brooklyn Botanic Garden (BBG) is a botanical garden in Brooklyn, New York City.",cs,1.060419708,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,c,n,e
3YLPJ8OXX9FFYOSFIYUYC1R49C14XG,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3WMINLGALC59JZVVQ5D3ZBOFW9WACX,A1PTH9KTRO06EG,Approved,Tue Apr 21 07:34:01 PDT 2020,Tue Apr 21 08:41:04 PDT 2020,Wed Apr 22 08:41:04 PDT 2020,Wed Apr 22 08:41:44 PDT 2020,,,4023,100% (28/28),100% (28/28),100% (28/28),"However, the principle of this device was known earlier, as can be seen from Leonardo da Vinci's sketches.","The linear approximation to tetration, on the other hand, had been known before, for example by Ioannis Galidakis.",cs,1.028504398,"Talby will note that in the Envelope Nebula they might encounter ""Phoenix asteroids"" - a group of glowing asteroids orbiting the universe once every 12,300,000,000,000 years (12,3 trillion).","The goal seems ambitious but pales to the number of oysters that populated the waters in colonial times: 3 trillion oysters, and 300,000,000,000,000,000,000 annual spawn of oyster larvae.",cs,1.022880153,"November 16, 1996, only a few minutes after the players left training and a few hours before the start of the game between Sabres and Boston Bruins, a cube over the ice fell down when it was remotely moved.","On April 6, 1969, minutes after an early and embarrassing playoff elimination at the hands of the Boston Bruins, Imlach was fired by the Leafs.",cs,1.021726007,"In consideration of all the evidence and witnesses in support of this murder charge, the prosecutor demanded a jury to execute Attasari Azhar's death sentence.","With the evidence and credibility of the prosecution shattered, the prosecutor drops all charges against Salander.",id,1.034859527,"Transfer functions are commonly used in the analysis of systems such as single-input single-output filters in the fields of signal processing, communication theory, and control theory.","They are mostly used in the analysis of SISO systems, typically in signal processing, control and communication technology, as well as coding theory.",de,1.020506446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,x,x,n,n,e
3GONHBMNHW0K79H0PKIFVGOF33JZM2,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3WYGZ5XF3XHV2TTDZIGS8UVTNOCKSG,ARI1EMAHUA9PO,Approved,Tue Apr 21 07:32:15 PDT 2020,Tue Apr 21 11:51:36 PDT 2020,Wed Apr 22 11:51:36 PDT 2020,Wed Apr 22 11:51:44 PDT 2020,,,15561,100% (1/1),100% (1/1),100% (1/1),The development was somewhat different for the western and eastern areas.,"However, development in the East and the West differed considerably.",de,1.038651605,She was also Executive Director of the Chamber of auctioneers of the Czech Republic and has a licence with the CNB (PPZ and VZ).,"She was also the Vice President of Special Projects for Welcome Books, where she has an imprint, Cerf & Peterson.",cs,1.024056004,Spain joined the Coalition in the Iraq War.,Spain joined the coalition in the Iraq War.,id,1.099065505,"In addition, Prince Akishino carried out public duties on behalf of the Emperor when he was hospitalized.",Gōshin also owes a very intimate portrait of Emperor Hanazolo after he withdrew in command.,fr,1.025588885,"By 1561, northern Estonia had become a Swedish dominion.","By 1561, northern Estonia had become Swedish territory.",id,1.074811828,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,c,e,c,e
3E9ZFLPWOZU96VRU3NW2621NEU1XIN,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,31Q0U3WYDQH7DUNZ35CZ8O3YR4Z71D,A3OPUNTS88DRNE,Approved,Tue Apr 21 07:32:19 PDT 2020,Tue Apr 21 07:43:53 PDT 2020,Wed Apr 22 07:43:53 PDT 2020,Wed Apr 22 07:44:44 PDT 2020,,,694,100% (4/4),100% (4/4),100% (4/4),The Act serves as a de facto provincial constitution.,The county charter works as a county constitution.,ja,1.03968465,Wheels: As a symbol of both the narrow and broad administration is the steering wheel of the operation of various activities.,"This function, perhaps the best known by the public in general, gives pomp and colour to various social functions.",id,1.02802736,Sometimes you have to do with it and that's what we've done.,"There’s always so much to do, and we do make progress.",fr,1.03949317,Part of the challenge in identifying the status of the species is that it is often confused with other species in its genus.,This species resembles other species of gomphs and is often identified by elimination of other species of its genus.,fr,1.024203585,Southorn began his professional career in 2006 with the Prince Edward Island Rockets of the Quebec Major Junior Hockey League (QMJHL).,"Undrafted, John Currie played major junior hockey with the Prince Edward Island Rocket of the Quebec Major Junior Hockey League (QMJHL).",de,1.021056199,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,e,c,n,n,n
3MQY1YVHS4MYI7AR9OJSUP3E6VH2B9,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,33NF62TLXK423QANCO7EGT46R5ZKJ0,A3MHKFOJIXO7QN,Approved,Tue Apr 21 07:32:12 PDT 2020,Tue Apr 21 09:38:49 PDT 2020,Wed Apr 22 09:38:49 PDT 2020,Wed Apr 22 09:39:44 PDT 2020,,,7597,100% (5/5),100% (5/5),100% (5/5),"Available online. (English) Act 184/1999 on the Use of Languages of National Minorities, § 6.: Available online. Similarly, Slovak can be used in the Czech Republic.","Notes: * Also see Nielsen Media, for Trends in Canadian TV Viewing ** English is one of the three official languages spoken in Malaysia.",cs,1.023668709,"Oogonium (larger) and anteridium (with red center) of alga Chara, produced in the trunk of plants views are enlarged from anteridia that is developing on Hypnum cupressionte ""Moses Bunga"": Each sprout has a group of anteras, that is, androekiss.","Oogonium (larger) and antheridium (with red centre) of the alga Chara, produced on the stem of a plant Magnified view of developing antheridia in Hypnum cupressiforme ""Moss flowers"": each shoot has a cluster of antheridia, i.e., an androecium.",id,1.0634876,Gordon's series was renamed to Speed Energy Formula Off-Road in 2014.,"In 2016, Brabham again races in the Speed Energy Formula Off-Road.",de,1.020677867,This led again to the English Buddha battle.,Instead he again went into British service.,ja,1.036311547,"The earliest archaeological evidence yet documented goes back some 2,200 years; however, the indications from genetic, cultural and isolation studies suggest that the islands may have been inhabited as early as the Middle Paleolithic.","Archaeological evidence can reassess human existence to the second century B.C.E., but genetic and linguistic studies indicate that these islands were inhabited 30,000 - 60,000 years ago, during the Middle Paleolithum period.",id,1.028684416,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,e,n,c
3J6BHNX0UAUV0W3E1KU5LGP24KGNK4,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3TDXMTX3CCWZ905SS2SDU9KODVQ6I5,A3EZ3BRM1C5WKV,Approved,Tue Apr 21 07:31:56 PDT 2020,Tue Apr 21 07:44:57 PDT 2020,Wed Apr 22 07:44:57 PDT 2020,Wed Apr 22 07:45:44 PDT 2020,,,781,100% (1/1),100% (1/1),100% (1/1),"According to Bush, this was the only chance to prevent the use of weapons of mass destruction.",Mohamud was charged with a single count of attempting to use a weapon of mass destruction.,cs,1.026051478,"Gorbachev hoped that, if elected, he would be able to halt course and implement his own, more mild, vision of reforms.",Both Chok and Baláž mature to get out of the background and use their excess creative and interpretational energy.,cs,1.021415016,"Polyommatus icarus is present, widespread and common in almost all of Europe and temperate Asia.",Inocybe geophylla is common and widespread across Europe and North America.,fr,1.022319292,"During the whole of the 1920s, Andrade made further extensive trips through Brazil, studied the folklore and music of the country's interior, and from 1927 published a travel report under the title O Turista Aprendiz ""The Tourist Apprentice,"" for the newspaper O Diario Nacional.","His travels through Brazil became more than just research trips; in 1927, he started writing a travelogue called ""The apprentice tourist"" for the newspaper O Diario Nacional.",de,1.034962424,"In the autumn of that year, Nisanov and the mayor of Moscow opened Sergei Sobyanin the largest wholesale and retail center of Russia's ""Food City"" with a total area of 85 hectares, with Nisanov acting as co-investor.","God Nisanov and Moscow Mayor Sergey Sobyanin inaugurated Food City, the country's first agrocluster and the biggest wholesale and retail food store with an area of 85 hectares, in autumn of 2014.",de,1.047507107,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,n,c,e,e
3G3AJKPCXMU4YTIPNUG0VFYDBIV4YM,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3ON104KXQLY3V8LJYV3DY29IWFI4WP,A1J4AZL6MZ675U,Approved,Tue Apr 21 07:32:16 PDT 2020,Tue Apr 21 07:39:16 PDT 2020,Wed Apr 22 07:39:16 PDT 2020,Wed Apr 22 07:39:44 PDT 2020,,,420,100% (21/21),100% (1/1),100% (1/1),4 October - The first cabinet led by Helmut Kohl was sworn in.,October 1st - West German prime minister is appointed Helmut Cole.,ja,1.029088916,"In the summer of 1787, Hamilton was elected a delegate to the Philadelphia Convention.","In 1787, Franklin served as a delegate to the Philadelphia Convention.",de,1.024672143,"(23) Remember the law of your Lord, and hear not the wicked, nor the unbelievers.","This is the truth from thy Lord, so be thou not of those who doubt.",fr,1.041333343,"After the murder of Larry King in 2008, she recorded an educational network of PSA in the fight against hate crime.","Following the 2008 murder of Larry King, she recorded a GLSEN PSA to combat hate crimes.",cs,1.066383118,An obelisk erected in the Hippodrome of Constantinople remains in situ.,"However, the head of Tepedelendli Ali Pasha remains in Constantinople.",de,1.022944959,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,e,e,n
3TFJJUELSIRHSC2XNOFN599WOGH2CG,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3OJSZ2ATDTY61COI4SEBBEGF3K475V,A2JCHN90PRUWDH,Approved,Tue Apr 21 07:32:14 PDT 2020,Tue Apr 21 07:35:13 PDT 2020,Wed Apr 22 07:35:13 PDT 2020,Wed Apr 22 07:35:44 PDT 2020,,,179,100% (7/7),100% (5/5),100% (5/5),Earl of Wilmington was a title in the Peerage of Great Britain.,Earl of Wilmington was a title in the Peerage of Great Britain.,de,1.023737541,"In the 2010 WGC-Accenture Match Play Championship, McIlroy beat Kevin Na 1-up in the first round and then lost on a playoff hole to Oliver Wilson.","In 2010, at the WGC Accurial Match Player, Kevin Nauer was sent down at 1-up in the first game, but Oliver Wilson lost the playoff.",ja,1.037992741,"Where is rock 'n' roll otherwise?"".","""Who Killed Rock 'N' Roll?""",fr,1.041577549,"According to a legend devised ""by the humans themselves"", any who obtain the beast's armour gains hold of a great and terrible power.","According to a legend created ""by the people themselves, "" everyone who has the animal's armor receives a great and terrible power.",de,1.105401788,"When I was in junior high school, I was a hard-core alien, and I was invited by the high school of handballs.","In recent years, the school has gained notoriety for being very competitive and a recruiting hotbed for high school basketball.",ja,1.023662799,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,c,n,n
